objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
117249,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
117293,1,artist,artist,24996,500127970.0,"Miranda, Ibrahim",Ibrahim Miranda,Miranda,"Cuban, born 1969",1,1969.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
117297,1,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
61490,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
128543,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
126505,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
126507,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
133867,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
133868,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
133881,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
143119,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
53093,1,artist,artist,1112,500077157.0,"Castro-Cid, Enrique",Enrique Castro-Cid,Castro-Cid,"Chilean, 1937 - 1992",1,1937.0,1992.0,1926 to 1950,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
73135,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
154216,1,artist,sculptor,35395,500115078.0,"Neto, Ernesto",Ernesto Neto,Neto,"Brazilian, born 1964",1,1964.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
33363,1,artist,artist,3820,500118509.0,"Costa, Olga",Olga Costa,Costa,"Mexican, born 1913",1,1913.0,2013.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
174168,1,artist,artist,41247,500020110.0,"Zúñiga, Francisco",Francisco Zúñiga,Zúñiga,"Mexican, born Costa Rica, 1913 - 1998",1,1913.0,1998.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
221518,1,artist,artist,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
48683,1,artist,artist,5444,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,Silva Santamaría,"Mexican, born 1922",1,1922.0,,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
52380,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
111088,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
111091,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
111096,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
61467,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61473,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61475,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61481,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61484,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61486,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61488,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
117438,1,artist,artist,27342,,"Magalhaes, Aloísio",Aloísio Magalhaes,Magalhaes,"Brazilian, 1927 - 1982",1,1927.0,1982.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
126503,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
126501,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
133864,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
133866,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
133878,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
133879,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
139546,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
143115,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
143117,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
143121,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
143122,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
143123,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
150852,1,artist,artist,2518,500031259.0,"Torres-García, Joaquín",Joaquín Torres-García,Torres-García,"Uruguayan, 1874 - 1949",1,1874.0,1949.0,1851 to 1875,Uruguayan,Other,individual,Uruguayan,0.0001306591755406,UY,South America,Uruguay
30303,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
165695,15,artist,artist,48199,,"Macedo, Sergio",Sergio Macedo,Macedo,"Brazilian, born 1951",1,1951.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
57720,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
30640,1,artist,artist,1876,500008908.0,"Siqueiros, David Alfaro",David Alfaro Siqueiros,Siqueiros,"Mexican, 1896 - 1974",1,1896.0,1974.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
201240,5,artist,artist,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
48684,1,artist,artist,5444,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,Silva Santamaría,"Mexican, born 1922",1,1922.0,,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
48916,1,artist,artist,4075,500124517.0,"Ferrari, Leon",Leon Ferrari,Ferrari,"Argentinean, born 1920",1,1920.0,,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
111089,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
61460,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61462,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61463,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61465,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61471,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61479,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61483,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61487,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
116224,1,artist,artist,24648,,"García, Héctor",Héctor García,García,"Mexican, 1923 - 2012",1,1923.0,2012.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
117298,1,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
61491,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
126506,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
126500,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
143120,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
59857,1,artist,artist,2518,500031259.0,"Torres-García, Joaquín",Joaquín Torres-García,Torres-García,"Uruguayan, 1874 - 1949",1,1874.0,1949.0,1851 to 1875,Uruguayan,Other,individual,Uruguayan,0.0001306591755406,UY,South America,Uruguay
150532,1,artist,artist,34779,500034427.0,"Milhazes, Beatriz",Beatriz Milhazes,Milhazes,"Brazilian, born 1960",1,1960.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
70285,1,artist,artist,6580,500117890.0,"Fernández-Muro, José Antonio",José Antonio Fernández-Muro,Fernández-Muro,"Argentinean, born 1920",1,1920.0,,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
70298,1,artist,artist,6585,500117955.0,"Aguero, Leopoldo Torres",Leopoldo Torres Aguero,Aguero,"Argentinean, 1924 - 1996",1,1924.0,1996.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
11852,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
48930,1,artist,artist,3453,500080572.0,"Zanartú, Enrique Antunez",Enrique Antunez Zanartú,Zanartú,"Chilean, 1921 - 2000",1,1921.0,2000.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
117294,1,artist,artist,24997,,"Castillo, Liset",Liset Castillo,Castillo,"Cuban, born 1974",1,1974.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
143191,2,artist,publisher,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937.0,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico
30252,1,artist,artist,3951,500071567.0,"Dosamantes, Francisco",Francisco Dosamantes,Dosamantes,"Mexican, 1911 - 1986",1,1911.0,1986.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
9504,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
30274,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
154126,1,artist,artist,35145,500117883.0,"Kuitca, Guillermo",Guillermo Kuitca,Kuitca,"Argentinean, born 1961",1,1961.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
4554,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
4555,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
157357,1,artist,artist,36273,500349250.0,"Rossell, Daniela",Daniela Rossell,Rossell,"Mexican, born 1973",1,1973.0,,1951 to 1975,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
30476,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
183747,1,artist,artist,3951,500071567.0,"Dosamantes, Francisco",Francisco Dosamantes,Dosamantes,"Mexican, 1911 - 1986",1,1911.0,1986.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33511,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33514,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33516,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
201189,1,artist,artist,16975,500004593.0,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891.0,1984.0,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
221003,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
221109,1,artist,artist,2894,500202173.0,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901.0,1976.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
221111,1,artist,artist,2894,500202173.0,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901.0,1976.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
223251,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
61236,1,artist,artist,2768,500034419.0,"Sutil, Francisca",Francisca Sutil,Sutil,"Chilean, born 1952",1,1952.0,,1951 to 1975,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
70297,1,artist,artist,6588,,"Sanchez, Ideal",Ideal Sanchez,Sanchez,"Argentinean, 1916 - 1998",1,1916.0,1998.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
48898,1,artist,artist,4576,500465427.0,"Langlois, Juan Carlos",Juan Carlos Langlois,Langlois,"Argentinean, born 1926",1,1926.0,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
119885,1,artist,artist,25864,,"Delhez, Victor",Victor Delhez,Delhez,"Argentinean, born Belgium, 1902 - 1985",1,1902.0,1985.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
133435,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
42617,1,artist,artist,2894,500202173.0,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901.0,1976.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
135408,2,artist,artist,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
135410,5,artist,designer,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
135412,3,artist,artist,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
45866,2,owner,previous owner,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
146252,1,artist,artist,3453,500080572.0,"Zanartú, Enrique Antunez",Enrique Antunez Zanartú,Zanartú,"Chilean, 1921 - 2000",1,1921.0,2000.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
152826,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
152827,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
153116,2,artist,printer,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937.0,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico
30309,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
4551,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
4556,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
163508,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
173520,2,artist,printer,49483,,"Tellez, Eugenio",Eugenio Tellez,Tellez,"Chilean, born 1939",1,1939.0,,1926 to 1950,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
184671,1,artist,artist,40239,500061635.0,"Anguiano, Raúl",Raúl Anguiano,Anguiano,"Mexican, 1915 - 2006",1,1915.0,2006.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33512,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33513,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
51135,1,owner,previous owner,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
33520,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
201187,1,artist,artist,16975,500004593.0,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891.0,1984.0,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
219519,1,artist,painter,50468,500578105.0,"Aróstegui, Alejandro",Alejandro Aróstegui,Aróstegui,"Nicaraguan, born 1935",1,1935.0,,1926 to 1950,Nicaraguan,Other,individual,Nicaraguan,6.53295877703e-05,NI,North America,Nicaragua
221013,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
