uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,assistivetext,depictstmsobjectid,objectid,constituentid,roletype,role,displaydate_artMade,beginyear_artMade,endyear_artMade,country_artMade,zipcode_artMade,ulanid,forwarddisplayname,artistofngaobject,beginyear,endyear,nationality,constituenttype,demonym,pct_country_NGA,artists_countryCode,artists_continent,artists_country
e21ca70f-fe79-46f0-9e2f-8bfbd255a4d2,https://api.nga.gov/iiif/e21ca70f-fe79-46f0-9e2f-8bfbd255a4d2,"https://api.nga.gov/iiif/e21ca70f-fe79-46f0-9e2f-8bfbd255a4d2/full/!200,200/0/default.jpg",primary,0,4000,3353,640,NULL,184007,184007,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
e22a39b0-11ab-4523-98fa-907de7297423,https://api.nga.gov/iiif/e22a39b0-11ab-4523-98fa-907de7297423,"https://api.nga.gov/iiif/e22a39b0-11ab-4523-98fa-907de7297423/full/!200,200/0/default.jpg",primary,0,3321,2786,640,NULL,146252,146252,3453,artist,artist,"Chilean, 1921 - 2000",1921,2000,NULL,NULL,500080572,"Enrique Antunez Zanartú",1,1921,2000,Chilean,individual,Chilean,0,CL,SA,Chile
e27f98d0-6675-49a2-85da-f9327ec61dfb,https://api.nga.gov/iiif/e27f98d0-6675-49a2-85da-f9327ec61dfb,"https://api.nga.gov/iiif/e27f98d0-6675-49a2-85da-f9327ec61dfb/full/!200,200/0/default.jpg",primary,0,3072,4000,640,NULL,196159,196159,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
e30f8bfc-84e4-4162-be5e-9e5f41cd936d,https://api.nga.gov/iiif/e30f8bfc-84e4-4162-be5e-9e5f41cd936d,"https://api.nga.gov/iiif/e30f8bfc-84e4-4162-be5e-9e5f41cd936d/full/!200,200/0/default.jpg",primary,0,2881,4000,640,NULL,60891,60891,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
e35d3071-a7c6-47fe-8a80-18bf962c4db6,https://api.nga.gov/iiif/e35d3071-a7c6-47fe-8a80-18bf962c4db6,"https://api.nga.gov/iiif/e35d3071-a7c6-47fe-8a80-18bf962c4db6/full/!200,200/0/default.jpg",primary,0,4000,2993,640,NULL,197750,197750,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
e3a56c88-cb0e-4951-9fa7-c88f64967c00,https://api.nga.gov/iiif/e3a56c88-cb0e-4951-9fa7-c88f64967c00,"https://api.nga.gov/iiif/e3a56c88-cb0e-4951-9fa7-c88f64967c00/full/!200,200/0/default.jpg",primary,0,5954,7418,640,NULL,126505,126505,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
e3addd17-e87e-40cf-a88b-a607bd2d8604,https://api.nga.gov/iiif/e3addd17-e87e-40cf-a88b-a607bd2d8604,"https://api.nga.gov/iiif/e3addd17-e87e-40cf-a88b-a607bd2d8604/full/!200,200/0/default.jpg",primary,0,9457,13704,640,NULL,222829,222829,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
e4c16214-4ac1-40bc-a4e6-46549ac9b894,https://api.nga.gov/iiif/e4c16214-4ac1-40bc-a4e6-46549ac9b894,"https://api.nga.gov/iiif/e4c16214-4ac1-40bc-a4e6-46549ac9b894/full/!200,200/0/default.jpg",primary,0,3552,3686,640,NULL,61469,61469,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
e4cbacfb-502c-44ae-8d82-5021ac5a6abd,https://api.nga.gov/iiif/e4cbacfb-502c-44ae-8d82-5021ac5a6abd,"https://api.nga.gov/iiif/e4cbacfb-502c-44ae-8d82-5021ac5a6abd/full/!200,200/0/default.jpg",primary,0,2838,4000,640,NULL,4554,4554,3489,artist,artist,"Argentinean, 1899-1972",1899,1972,NULL,NULL,NULL,"Adolfo Bellocq",1,1899,1972,Argentinean,individual,Argentinean,0,AR,SA,Argentina
e61e3c00-a5ac-48ee-9dc5-a536224747b4,https://api.nga.gov/iiif/e61e3c00-a5ac-48ee-9dc5-a536224747b4,"https://api.nga.gov/iiif/e61e3c00-a5ac-48ee-9dc5-a536224747b4/full/!200,200/0/default.jpg",primary,0,2850,4000,640,NULL,73135,73135,1876,artist,artist,"Mexican, 1896 - 1974",1896,1974,NULL,NULL,500008908,"David Alfaro Siqueiros",1,1896,1974,Mexican,individual,Mexican,0,MX,NoAm,Mexico
e659ba16-5331-4a1f-8057-d5638d3033d5,https://api.nga.gov/iiif/e659ba16-5331-4a1f-8057-d5638d3033d5,"https://api.nga.gov/iiif/e659ba16-5331-4a1f-8057-d5638d3033d5/full/!200,200/0/default.jpg",primary,0,4000,2873,640,NULL,57135,57135,1831,artist,artist,"Mexican, 1886 - 1957",1886,1957,NULL,NULL,500025126,"Diego Rivera",1,1886,1957,Mexican,individual,Mexican,0,MX,NoAm,Mexico
e814a3a6-49d1-47c3-a939-ff359624aebc,https://api.nga.gov/iiif/e814a3a6-49d1-47c3-a939-ff359624aebc,"https://api.nga.gov/iiif/e814a3a6-49d1-47c3-a939-ff359624aebc/full/!200,200/0/default.jpg",primary,0,3190,4000,640,NULL,30706,30706,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
e999e1c8-49c7-4e2a-bf59-4381ee46c5a4,https://api.nga.gov/iiif/e999e1c8-49c7-4e2a-bf59-4381ee46c5a4,"https://api.nga.gov/iiif/e999e1c8-49c7-4e2a-bf59-4381ee46c5a4/full/!200,200/0/default.jpg",primary,0,2585,4000,640,NULL,58851,58851,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
ea1b40a7-b41a-48c6-888a-366f519e1dc7,https://api.nga.gov/iiif/ea1b40a7-b41a-48c6-888a-366f519e1dc7,"https://api.nga.gov/iiif/ea1b40a7-b41a-48c6-888a-366f519e1dc7/full/!200,200/0/default.jpg",primary,0,13378,9809,640,NULL,222827,222827,51620,artist,artist,"Brazilian, born 1968",1968,NULL,NULL,NULL,500332855,"Sandra Cinto",1,1968,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
eaf35df5-6949-469f-b77f-b87f09026852,https://api.nga.gov/iiif/eaf35df5-6949-469f-b77f-b87f09026852,"https://api.nga.gov/iiif/eaf35df5-6949-469f-b77f-b87f09026852/full/!200,200/0/default.jpg",primary,0,3399,3618,640,NULL,62016,62016,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
ec5a4f1a-f913-436f-b162-b47e83d23ce5,https://api.nga.gov/iiif/ec5a4f1a-f913-436f-b162-b47e83d23ce5,"https://api.nga.gov/iiif/ec5a4f1a-f913-436f-b162-b47e83d23ce5/full/!200,200/0/default.jpg",primary,0,2215,3000,640,NULL,165695,165695,48199,artist,artist,"Brazilian, born 1951",1951,NULL,NULL,NULL,NULL,"Sergio Macedo",1,1951,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
ed27b62b-1dc8-4cf4-b40a-6289bbea481b,https://api.nga.gov/iiif/ed27b62b-1dc8-4cf4-b40a-6289bbea481b,"https://api.nga.gov/iiif/ed27b62b-1dc8-4cf4-b40a-6289bbea481b/full/!200,200/0/default.jpg",primary,0,2770,4000,640,NULL,48684,48684,5444,artist,artist,"Mexican, born 1922",1922,NULL,NULL,NULL,NULL,"Guillermo Silva Santamaría",1,1922,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
ed5cf47e-6030-4177-82a5-e04e07653ab2,https://api.nga.gov/iiif/ed5cf47e-6030-4177-82a5-e04e07653ab2,"https://api.nga.gov/iiif/ed5cf47e-6030-4177-82a5-e04e07653ab2/full/!200,200/0/default.jpg",primary,0,3227,4000,640,NULL,30692,30692,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
edeb1537-b0ba-44b0-9f3d-48c691a4cdba,https://api.nga.gov/iiif/edeb1537-b0ba-44b0-9f3d-48c691a4cdba,"https://api.nga.gov/iiif/edeb1537-b0ba-44b0-9f3d-48c691a4cdba/full/!200,200/0/default.jpg",primary,0,4000,3106,640,NULL,48415,48415,1707,artist,artist,"Chilean, 1911 - 2002",1911,2002,NULL,NULL,500057123,Matta,1,1911,2002,Chilean,individual,Chilean,0,CL,SA,Chile
ee10791e-4749-497d-847a-f81360eba018,https://api.nga.gov/iiif/ee10791e-4749-497d-847a-f81360eba018,"https://api.nga.gov/iiif/ee10791e-4749-497d-847a-f81360eba018/full/!200,200/0/default.jpg",primary,0,3449,4000,640,NULL,58637,58637,4585,artist,artist,"Venezuelan, born 1936",1936,NULL,NULL,NULL,NULL,"Francisco Larez",1,1936,NULL,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
ee90b342-04ac-47a6-89b6-fe739db5df61,https://api.nga.gov/iiif/ee90b342-04ac-47a6-89b6-fe739db5df61,"https://api.nga.gov/iiif/ee90b342-04ac-47a6-89b6-fe739db5df61/full/!200,200/0/default.jpg",primary,0,4000,2726,640,NULL,61932,61932,3845,artist,artist,"Mexican, 1934 - 2017",1934,2017,NULL,NULL,500021586,"José Luis Cuevas",1,1934,2017,Mexican,individual,Mexican,0,MX,NoAm,Mexico
ef58aaf0-3973-43ca-bef0-e20cd638b3bc,https://api.nga.gov/iiif/ef58aaf0-3973-43ca-bef0-e20cd638b3bc,"https://api.nga.gov/iiif/ef58aaf0-3973-43ca-bef0-e20cd638b3bc/full/!200,200/0/default.jpg",primary,0,5952,7437,640,NULL,126503,126503,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
f1a3c6e8-d0d4-4ac1-beac-5405ca533f0f,https://api.nga.gov/iiif/f1a3c6e8-d0d4-4ac1-beac-5405ca533f0f,"https://api.nga.gov/iiif/f1a3c6e8-d0d4-4ac1-beac-5405ca533f0f/full/!200,200/0/default.jpg",primary,0,3223,4000,640,NULL,30705,30705,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
f1b3c5a3-aa3d-421d-83c0-17f96a01ad31,https://api.nga.gov/iiif/f1b3c5a3-aa3d-421d-83c0-17f96a01ad31,"https://api.nga.gov/iiif/f1b3c5a3-aa3d-421d-83c0-17f96a01ad31/full/!200,200/0/default.jpg",primary,0,2574,4000,640,NULL,58849,58849,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
f35a3591-7a96-48f8-b210-67bed580876e,https://api.nga.gov/iiif/f35a3591-7a96-48f8-b210-67bed580876e,"https://api.nga.gov/iiif/f35a3591-7a96-48f8-b210-67bed580876e/full/!200,200/0/default.jpg",primary,0,3178,4000,640,NULL,30713,30713,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
f4437637-fe78-4994-9edf-db6e5553f1d5,https://api.nga.gov/iiif/f4437637-fe78-4994-9edf-db6e5553f1d5,"https://api.nga.gov/iiif/f4437637-fe78-4994-9edf-db6e5553f1d5/full/!200,200/0/default.jpg",primary,0,6648,8487,640,NULL,218532,218532,50060,artist,artist,"Venezuelan, 1933 - 1984",1933,1984,NULL,NULL,NULL,"Héctor Rondón Lovera",1,1933,1984,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
f578ce52-6ae5-43b5-a161-77341a931e41,https://api.nga.gov/iiif/f578ce52-6ae5-43b5-a161-77341a931e41,"https://api.nga.gov/iiif/f578ce52-6ae5-43b5-a161-77341a931e41/full/!200,200/0/default.jpg",primary,0,3208,4000,640,NULL,30714,30714,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
f60130f2-2549-4593-ac6e-fb8809b47c28,https://api.nga.gov/iiif/f60130f2-2549-4593-ac6e-fb8809b47c28,"https://api.nga.gov/iiif/f60130f2-2549-4593-ac6e-fb8809b47c28/full/!200,200/0/default.jpg",primary,0,12883,15923,NULL,NULL,45867,45867,9371,owner,"previous owner","Mexican, 1880 - 1961",1880,1961,NULL,NULL,500031425,"Marius de Zayas",1,1880,1961,Mexican,individual,Mexican,0,MX,NoAm,Mexico
f7622164-e661-4960-a323-2edc58ed29bd,https://api.nga.gov/iiif/f7622164-e661-4960-a323-2edc58ed29bd,"https://api.nga.gov/iiif/f7622164-e661-4960-a323-2edc58ed29bd/full/!200,200/0/default.jpg",primary,0,3295,4000,640,NULL,64168,64168,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
f7fcad2d-4b71-468f-b067-f7baf9bf1656,https://api.nga.gov/iiif/f7fcad2d-4b71-468f-b067-f7baf9bf1656,"https://api.nga.gov/iiif/f7fcad2d-4b71-468f-b067-f7baf9bf1656/full/!200,200/0/default.jpg",primary,0,2694,4000,NULL,NULL,211390,211390,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
f8a0c85d-7cfa-4e63-aeea-d67f99ea9a28,https://api.nga.gov/iiif/f8a0c85d-7cfa-4e63-aeea-d67f99ea9a28,"https://api.nga.gov/iiif/f8a0c85d-7cfa-4e63-aeea-d67f99ea9a28/full/!200,200/0/default.jpg",primary,0,5297,4171,640,NULL,46537,46537,1831,artist,artist,"Mexican, 1886 - 1957",1886,1957,NULL,NULL,500025126,"Diego Rivera",1,1886,1957,Mexican,individual,Mexican,0,MX,NoAm,Mexico
f8f8a195-a6e4-4797-87c1-e0c4669f38d4,https://api.nga.gov/iiif/f8f8a195-a6e4-4797-87c1-e0c4669f38d4,"https://api.nga.gov/iiif/f8f8a195-a6e4-4797-87c1-e0c4669f38d4/full/!200,200/0/default.jpg",primary,0,3046,4000,640,NULL,37447,37447,3044,artist,artist,"Argentinean, born 1917",1917,2017,NULL,NULL,NULL,"Armando Sica",1,1917,2017,Argentinean,individual,Argentinean,0,AR,SA,Argentina
f9d1f8e4-f00c-4a90-88f0-fefd6e2de5c6,https://api.nga.gov/iiif/f9d1f8e4-f00c-4a90-88f0-fefd6e2de5c6,"https://api.nga.gov/iiif/f9d1f8e4-f00c-4a90-88f0-fefd6e2de5c6/full/!200,200/0/default.jpg",primary,0,7588,7695,640,NULL,127530,127530,27441,artist,sculptor,"Venezuelan, 1923 - 2005",1923,2005,NULL,NULL,500027187,"Jesús Rafael Soto",1,1923,2005,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
fa54a7e5-3735-4f57-a26a-e4fdb1117d32,https://api.nga.gov/iiif/fa54a7e5-3735-4f57-a26a-e4fdb1117d32,"https://api.nga.gov/iiif/fa54a7e5-3735-4f57-a26a-e4fdb1117d32/full/!200,200/0/default.jpg",primary,0,4000,2926,640,NULL,64176,64176,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
fa868d39-9b39-4d1c-8f6a-6a511ca9f3c5,https://api.nga.gov/iiif/fa868d39-9b39-4d1c-8f6a-6a511ca9f3c5,"https://api.nga.gov/iiif/fa868d39-9b39-4d1c-8f6a-6a511ca9f3c5/full/!200,200/0/default.jpg",primary,0,2876,4000,640,NULL,196189,196189,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
fcbe84cb-faa8-471d-b4be-7df9a9736b23,https://api.nga.gov/iiif/fcbe84cb-faa8-471d-b4be-7df9a9736b23,"https://api.nga.gov/iiif/fcbe84cb-faa8-471d-b4be-7df9a9736b23/full/!200,200/0/default.jpg",primary,0,4000,3169,NULL,NULL,163508,163508,5265,artist,artist,"Mexican, 1851 - 1913",1851,1913,NULL,NULL,500032573,"José Guadalupe Posada",1,1851,1913,Mexican,individual,Mexican,0,MX,NoAm,Mexico
fd8cbc25-5b31-4853-8189-cfffc1c54106,https://api.nga.gov/iiif/fd8cbc25-5b31-4853-8189-cfffc1c54106,"https://api.nga.gov/iiif/fd8cbc25-5b31-4853-8189-cfffc1c54106/full/!200,200/0/default.jpg",primary,0,3402,3620,640,NULL,62015,62015,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
fe675d7d-7a1a-49b3-a318-1e096d1f5ce9,https://api.nga.gov/iiif/fe675d7d-7a1a-49b3-a318-1e096d1f5ce9,"https://api.nga.gov/iiif/fe675d7d-7a1a-49b3-a318-1e096d1f5ce9/full/!200,200/0/default.jpg",primary,0,4000,3351,640,NULL,33512,33512,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
febd43c1-fb21-40c1-9e9a-472ca79a2185,https://api.nga.gov/iiif/febd43c1-fb21-40c1-9e9a-472ca79a2185,"https://api.nga.gov/iiif/febd43c1-fb21-40c1-9e9a-472ca79a2185/full/!200,200/0/default.jpg",primary,0,3904,3609,640,NULL,33516,33516,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
fecfdd9c-3866-4a4a-9823-6e24d34d37b8,https://api.nga.gov/iiif/fecfdd9c-3866-4a4a-9823-6e24d34d37b8,"https://api.nga.gov/iiif/fecfdd9c-3866-4a4a-9823-6e24d34d37b8/full/!200,200/0/default.jpg",primary,0,4000,2781,640,NULL,197749,197749,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
